,Genome,time_create,mother,age
891,Eat Up Right Right Down Up Chemo Right Up Down Chemo Eat Chemo Eat Eat Left Left Chemo Down Left Chemo Eat Right Left Up,0,-1,8
892,Eat Up Down Right Eat Down Eat Left Right Right Foto Eat Down Foto Foto Right Eat Eat Left Foto Foto Left Right Chemo Up,0,-1,164
893,Foto Down Down Left Left Left Chemo Eat Right Foto Chemo Up Down Foto Chemo Up Chemo Down Up Up Eat Down Chemo Eat Chemo,0,-1,18
894,Up Foto Left Down Down Chemo Eat Down Down Right Down Right Up Left Down Foto Up Chemo Chemo Foto Down Chemo Chemo Foto Right,0,-1,24
895,Foto Chemo Down Left Up Right Eat Foto Up Eat Down Eat Down Left Chemo Left Foto Chemo Eat Right Chemo Foto Foto Right Eat,0,-1,9
896,Chemo Foto Down Chemo Up Eat Right Up Up Up Left Up Up Right Down Left Down Right Foto Left Foto Down Up Up Up,0,-1,5
897,Up Down Down Eat Left Up Foto Eat Right Right Right Eat Up Eat Eat Right Down Down Eat Left Up Left Down Left Chemo,0,-1,5
898,Left Left Up Chemo Chemo Right Right Left Foto Eat Eat Left Right Down Left Up Chemo Left Foto Up Eat Foto Left Down Right,0,-1,7
899,Chemo Down Eat Right Foto Up Eat Chemo Right Right Left Right Down Foto Chemo Chemo Up Left Left Eat Up Up Up Up Eat,0,-1,9
900,Right Down Up Left Left Chemo Down Down Eat Down Up Up Eat Foto Right Eat Foto Up Chemo Foto Chemo Down Right Eat Down,0,-1,14
901,Eat Down Right Foto Eat Down Foto Down Foto Foto Chemo Down Foto Chemo Down Right Left Down Down Up Chemo Left Chemo Chemo Eat,0,-1,16
902,Foto Chemo Down Right Foto Eat Right Right Right Right Right Left Up Down Up Left Right Eat Foto Eat Down Down Left Chemo Down,0,-1,5
903,Right Down Up Up Down Eat Chemo Right Foto Down Right Left Up Up Left Eat Right Right Right Chemo Chemo Foto Eat Eat Right,0,-1,15
904,Right Chemo Right Down Chemo Down Down Chemo Right Left Eat Down Foto Chemo Eat Foto Up Left Eat Down Down Left Foto Up Down,0,-1,13
905,Up Down Foto Foto Left Left Right Foto Foto Chemo Up Left Right Down Chemo Right Left Left Right Chemo Right Chemo Down Right Chemo,0,-1,8
906,Foto Right Chemo Eat Foto Foto Up Up Down Right Foto Up Down Chemo Chemo Down Eat Left Chemo Left Foto Eat Left Down Foto,0,-1,5
907,Right Up Left Eat Right Down Chemo Down Eat Chemo Left Right Left Left Chemo Chemo Foto Foto Right Foto Foto Foto Down Eat Down,0,-1,12
908,Right Chemo Left Up Up Foto Foto Up Foto Eat Left Chemo Down Chemo Left Left Down Eat Up Right Foto Foto Right Right Foto,0,-1,12
909,Up Left Right Eat Chemo Chemo Chemo Up Right Foto Foto Eat Up Left Up Right Down Eat Down Down Eat Down Down Down Right,0,-1,6
910,Eat Eat Chemo Left Eat Down Up Down Down Chemo Right Up Down Down Foto Chemo Down Right Right Right Foto Foto Eat Down Left,0,-1,64
911,Up Foto Right Up Up Right Up Eat Eat Eat Foto Chemo Right Left Eat Chemo Up Right Down Chemo Foto Eat Left Up Right,0,-1,5
912,Eat Down Right Down Eat Right Foto Down Left Chemo Up Foto Right Up Up Right Down Right Up Up Chemo Up Up Down Eat,0,-1,3
913,Eat Eat Down Up Down Left Left Left Foto Foto Down Left Right Up Eat Eat Eat Down Up Chemo Left Foto Left Eat Down,0,-1,9
914,Left Right Right Foto Chemo Down Down Foto Eat Right Up Up Left Down Chemo Foto Chemo Left Eat Chemo Chemo Left Eat Eat Down,0,-1,3
915,Chemo Down Left Foto Foto Right Right Chemo Left Left Eat Right Down Right Right Right Down Eat Chemo Right Chemo Down Up Down Left,0,-1,51
916,Eat Left Down Chemo Eat Chemo Left Eat Right Up Eat Right Chemo Up Up Right Chemo Eat Foto Up Down Right Right Left Foto,0,-1,18
917,Left Up Up Down Chemo Up Down Left Foto Chemo Chemo Foto Right Left Left Down Chemo Right Down Down Left Left Eat Up Eat,0,-1,9
918,Chemo Foto Up Foto Foto Left Eat Left Up Foto Foto Chemo Chemo Right Down Foto Foto Right Left Chemo Up Down Foto Up Down,0,-1,7
919,Left Right Right Left Foto Foto Foto Up Up Up Foto Left Chemo Left Down Foto Foto Down Right Right Down Up Right Chemo Up,0,-1,7
920,Chemo Foto Right Up Up Chemo Left Eat Chemo Eat Right Left Left Chemo Foto Down Chemo Eat Eat Right Chemo Down Chemo Left Chemo,0,-1,9
921,Left Eat Chemo Chemo Down Left Left Down Eat Up Up Down Down Down Left Eat Chemo Up Down Chemo Eat Up Chemo Right Eat,0,-1,9
922,Chemo Down Left Down Chemo Chemo Eat Right Eat Right Foto Chemo Left Up Foto Down Foto Eat Foto Eat Left Eat Left Foto Down,0,-1,2
923,Left Up Eat Foto Right Chemo Left Eat Foto Down Up Foto Chemo Up Left Left Eat Up Right Up Foto Down Up Down Foto,0,-1,12
924,Foto Up Left Foto Eat Foto Left Foto Left Down Down Chemo Down Foto Left Down Down Eat Chemo Foto Up Chemo Down Eat Left,0,-1,77
925,Eat Right Chemo Chemo Left Foto Foto Eat Right Right Foto Eat Right Right Left Foto Eat Chemo Eat Foto Down Up Chemo Chemo Left,0,-1,12
926,Foto Down Right Eat Down Right Chemo Right Right Foto Right Right Up Up Left Up Down Down Right Up Left Eat Right Chemo Right,0,-1,2
927,Eat Chemo Eat Left Foto Left Right Foto Chemo Down Left Chemo Up Right Foto Right Eat Chemo Eat Left Right Chemo Left Foto Down,0,-1,12
928,Eat Chemo Left Foto Eat Right Up Foto Foto Right Left Chemo Foto Eat Up Down Down Right Chemo Right Chemo Up Chemo Eat Eat,0,-1,12
929,Left Left Up Chemo Chemo Foto Down Up Right Foto Chemo Left Chemo Down Left Down Right Chemo Foto Right Right Up Down Right Down,0,-1,8
930,Eat Left Left Left Eat Left Down Down Down Right Eat Down Down Down Eat Right Eat Foto Eat Left Foto Eat Eat Right Eat,0,-1,6
931,Left Left Foto Up Eat Right Foto Right Left Down Eat Down Up Eat Up Left Right Right Down Foto Eat Eat Foto Right Up,0,-1,6
932,Right Down Up Up Eat Down Foto Right Eat Right Down Down Down Foto Left Up Left Foto Right Chemo Down Chemo Right Foto Down,0,-1,6
933,Down Down Left Up Down Eat Eat Up Right Right Up Left Eat Chemo Chemo Left Right Left Eat Up Foto Right Eat Eat Eat,0,-1,6
934,Left Left Chemo Down Chemo Right Up Eat Right Up Chemo Left Right Foto Up Right Right Up Up Right Up Left Eat Foto Foto,0,-1,12
935,Right Up Up Left Foto Down Right Down Foto Foto Chemo Left Left Up Up Foto Eat Right Foto Foto Down Eat Right Right Chemo,0,-1,5
936,Left Down Foto Eat Right Eat Up Foto Right Down Left Eat Eat Right Chemo Eat Left Eat Up Down Right Down Down Chemo Down,0,-1,20
937,Foto Left Left Right Left Foto Left Right Eat Left Eat Chemo Down Up Right Down Up Left Left Chemo Foto Eat Up Down Foto,0,-1,7
938,Down Chemo Foto Chemo Chemo Left Down Foto Right Eat Foto Foto Chemo Right Chemo Foto Down Chemo Down Right Right Right Chemo Chemo Right,0,-1,12
939,Up Up Chemo Foto Right Chemo Down Down Foto Foto Chemo Eat Down Eat Foto Down Foto Left Right Chemo Foto Foto Eat Down Foto,0,-1,12
940,Chemo Chemo Right Eat Chemo Right Up Eat Chemo Left Right Left Right Eat Left Eat Foto Foto Eat Up Down Chemo Left Up Left,0,-1,5
941,Left Left Chemo Chemo Foto Chemo Eat Eat Eat Eat Left Eat Chemo Left Eat Down Left Chemo Foto Left Left Foto Left Right Down,0,-1,15
942,Right Chemo Right Left Foto Left Down Eat Up Eat Eat Eat Up Foto Down Eat Foto Left Right Down Foto Down Left Eat Foto,0,-1,6
943,Eat Foto Up Right Down Eat Chemo Foto Foto Foto Down Down Eat Eat Chemo Chemo Down Chemo Down Up Up Foto Left Eat Foto,0,-1,17
944,Eat Down Left Down Right Eat Right Left Foto Chemo Eat Left Down Right Up Down Up Up Chemo Foto Chemo Right Left Foto Foto,0,-1,10
945,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up,0,-1,271
946,Down Up Up Eat Down Down Down Foto Left Eat Left Chemo Left Left Chemo Right Foto Left Up Foto Left Up Left Foto Right,0,-1,6
947,Down Left Up Left Chemo Chemo Chemo Eat Down Right Down Up Right Chemo Down Up Foto Right Left Eat Up Eat Down Eat Left,0,-1,8
948,Right Left Chemo Chemo Up Chemo Chemo Eat Chemo Chemo Up Right Right Foto Left Up Down Right Left Up Down Right Right Up Left,0,-1,28
949,Eat Foto Chemo Up Chemo Foto Down Left Left Foto Left Down Left Left Chemo Chemo Chemo Left Eat Left Right Left Left Eat Right,0,-1,12
950,Chemo Eat Left Down Up Chemo Up Chemo Left Up Foto Right Down Eat Eat Up Left Chemo Foto Up Foto Right Right Up Up,0,-1,5
951,Up Eat Up Down Up Down Chemo Down Down Up Eat Eat Foto Right Down Right Up Up Down Right Up Up Right Chemo Foto,0,-1,12
952,Chemo Down Up Right Foto Down Chemo Up Right Eat Left Foto Foto Right Left Right Foto Right Left Down Chemo Right Down Left Left,0,-1,6
953,Down Chemo Eat Left Down Eat Eat Left Foto Down Left Right Left Left Chemo Up Foto Down Eat Down Foto Foto Down Right Left,0,-1,6
954,Foto Left Down Right Chemo Right Chemo Chemo Up Eat Eat Up Eat Eat Left Up Eat Right Down Eat Right Eat Eat Down Foto,0,-1,5
955,Foto Left Right Right Chemo Right Left Chemo Eat Foto Foto Down Down Eat Right Eat Down Up Up Up Left Right Eat Chemo Right,0,-1,7
956,Up Foto Left Foto Eat Up Foto Foto Up Foto Chemo Down Right Up Chemo Down Left Up Eat Foto Up Up Down Foto Down,0,-1,12
957,Up Left Chemo Foto Eat Up Right Eat Left Down Chemo Down Chemo Eat Down Left Chemo Right Chemo Foto Left Left Right Right Down,0,-1,9
958,Eat Left Foto Foto Chemo Foto Foto Chemo Right Up Up Right Foto Down Right Foto Left Up Right Left Up Down Down Down Up,0,-1,16
959,Right Foto Left Left Foto Up Left Chemo Down Down Up Chemo Left Left Eat Left Down Eat Right Up Left Chemo Down Chemo Up,0,-1,5
960,Left Foto Left Up Right Down Eat Down Foto Eat Foto Chemo Down Eat Left Left Foto Left Chemo Foto Up Eat Right Chemo Chemo,0,-1,21
961,Eat Chemo Eat Left Right Down Eat Eat Chemo Up Chemo Left Right Left Chemo Left Right Left Left Up Down Left Foto Foto Chemo,0,-1,12
962,Eat Eat Chemo Up Eat Foto Chemo Right Eat Eat Chemo Up Chemo Chemo Down Down Chemo Left Chemo Right Chemo Foto Left Up Down,0,-1,5
963,Chemo Foto Foto Eat Eat Right Up Up Down Foto Right Up Right Foto Chemo Eat Foto Right Up Left Foto Chemo Left Left Eat,0,-1,7
964,Right Right Right Chemo Left Eat Eat Chemo Left Foto Left Right Eat Chemo Right Left Foto Up Chemo Right Chemo Up Down Left Up,0,-1,10
965,Up Chemo Foto Up Right Right Left Right Chemo Eat Up Eat Eat Right Left Eat Chemo Down Left Up Up Chemo Left Chemo Right,0,-1,9
966,Right Right Right Right Foto Right Eat Up Chemo Right Foto Up Down Right Left Right Eat Right Eat Left Chemo Eat Left Foto Chemo,0,-1,30
967,Eat Eat Up Eat Down Eat Left Left Chemo Right Foto Down Chemo Right Eat Right Foto Eat Right Chemo Foto Chemo Eat Eat Right,0,-1,17
968,Foto Right Right Right Chemo Foto Foto Foto Chemo Foto Right Eat Right Down Foto Right Foto Down Eat Up Eat Left Right Down Chemo,0,-1,5
969,Left Foto Up Right Eat Right Chemo Eat Eat Eat Eat Right Eat Up Left Foto Up Foto Eat Left Chemo Right Chemo Left Right,0,-1,7
970,Up Foto Chemo Eat Up Up Right Right Eat Up Left Eat Right Chemo Up Down Chemo Right Left Right Foto Down Up Eat Foto,0,-1,8
971,Foto Eat Eat Up Eat Foto Up Chemo Up Left Foto Chemo Down Down Right Left Down Right Foto Left Chemo Up Eat Chemo Foto,0,-1,10
972,Down Down Left Eat Down Right Down Eat Eat Chemo Up Foto Foto Foto Chemo Foto Down Left Right Chemo Foto Eat Right Chemo Up,0,-1,8
973,Chemo Down Down Down Down Foto Up Up Down Down Right Right Foto Up Up Left Eat Down Right Eat Up Foto Left Down Foto,0,-1,7
974,Right Chemo Up Eat Right Left Up Right Left Left Foto Chemo Down Eat Left Left Up Down Right Down Right Right Foto Right Down,0,-1,7
975,Up Up Up Chemo Eat Left Chemo Left Up Eat Eat Down Up Up Foto Up Right Eat Right Left Up Chemo Right Left Right,0,-1,6
976,Eat Foto Eat Up Eat Right Down Right Chemo Left Right Down Up Up Right Eat Up Eat Chemo Right Down Right Foto Eat Foto,0,-1,20
977,Eat Left Chemo Chemo Down Foto Chemo Down Foto Right Foto Foto Right Foto Right Right Right Up Chemo Down Down Right Eat Foto Eat,0,-1,2
978,Left Foto Eat Chemo Foto Up Left Left Right Up Eat Chemo Down Foto Eat Down Foto Right Up Chemo Left Left Foto Down Down,0,-1,8
979,Down Chemo Down Eat Down Eat Chemo Left Right Right Right Up Right Foto Foto Chemo Eat Left Left Down Right Right Eat Up Foto,0,-1,17
980,Foto Right Chemo Right Left Up Chemo Down Right Up Up Eat Eat Left Right Right Chemo Left Right Left Chemo Foto Chemo Eat Down,0,-1,16
981,Chemo Left Foto Eat Eat Right Up Eat Eat Chemo Up Left Up Up Up Chemo Left Down Chemo Down Up Eat Eat Foto Left,0,-1,77
982,Right Eat Up Eat Chemo Eat Down Chemo Chemo Right Eat Left Chemo Down Eat Foto Foto Chemo Foto Eat Chemo Eat Down Foto Chemo,0,-1,22
983,Right Right Foto Chemo Foto Foto Eat Up Down Foto Right Foto Eat Chemo Left Down Chemo Up Right Chemo Foto Right Up Eat Down,0,-1,5
984,Foto Chemo Down Up Up Down Foto Right Foto Chemo Up Right Down Up Right Right Up Right Eat Foto Chemo Eat Foto Chemo Left,0,-1,10
985,Right Eat Chemo Foto Right Up Chemo Right Eat Foto Eat Left Left Up Down Up Right Foto Up Down Up Chemo Right Left Eat,0,-1,6
986,Down Eat Eat Down Up Up Right Left Down Up Foto Up Left Right Left Chemo Left Foto Foto Up Foto Foto Right Foto Down,0,-1,5
987,Eat Down Right Down Chemo Down Right Left Chemo Up Down Left Up Right Down Eat Chemo Up Eat Left Up Up Right Up Right,0,-1,5
988,Eat Chemo Up Down Chemo Chemo Left Up Down Right Down Foto Left Down Down Up Up Left Up Chemo Down Chemo Left Foto Foto,0,-1,7
989,Left Eat Right Left Left Down Eat Left Chemo Down Chemo Foto Chemo Left Down Down Left Left Up Up Foto Down Down Foto Eat,0,-1,5
990,Right Left Foto Left Right Up Left Eat Eat Right Eat Eat Left Chemo Down Down Chemo Eat Up Eat Chemo Eat Up Down Up,0,-1,20
991,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,0,-1,54
992,Foto Down Up Left Left Up Eat Left Left Chemo Left Right Right Left Down Right Up Left Chemo Up Up Down Chemo Right Down,0,-1,6
993,Chemo Foto Up Right Eat Chemo Chemo Chemo Up Left Down Down Chemo Foto Left Up Left Eat Eat Up Foto Up Left Left Right,0,-1,9
994,Chemo Chemo Eat Right Chemo Right Down Right Eat Left Foto Left Eat Foto Foto Up Down Right Foto Up Foto Eat Chemo Up Down,0,-1,8
995,Right Eat Up Right Right Eat Foto Eat Chemo Right Up Right Eat Chemo Chemo Eat Right Down Left Left Foto Down Right Right Chemo,0,-1,6
996,Left Up Chemo Down Foto Down Up Down Up Left Up Down Right Chemo Down Eat Left Eat Chemo Right Right Right Foto Right Down,0,-1,6
997,Left Down Left Left Up Foto Down Down Chemo Down Up Up Chemo Left Down Chemo Left Left Eat Eat Chemo Eat Chemo Down Up,0,-1,7
998,Eat Right Left Up Up Eat Foto Up Chemo Right Eat Foto Up Up Up Left Left Foto Down Left Chemo Right Chemo Eat Down,0,-1,6
999,Left Down Eat Down Eat Eat Eat Down Eat Chemo Eat Chemo Left Right Down Chemo Right Down Eat Eat Right Chemo Down Down Eat,0,-1,10
1000,Left Foto Right Chemo Up Left Eat Up Down Chemo Chemo Down Left Chemo Foto Foto Chemo Right Down Chemo Down Chemo Up Up Left,0,-1,6
1001,Foto Eat Chemo Up Right Down Up Down Right Foto Foto Up Chemo Down Up Foto Chemo Left Left Right Left Chemo Down Foto Left,0,-1,6
1002,Foto Left Up Up Eat Eat Eat Up Up Right Chemo Up Foto Left Eat Chemo Right Eat Right Chemo Right Foto Chemo Eat Down,0,-1,11
1003,Left Down Eat Up Left Left Right Down Up Chemo Chemo Left Up Down Right Foto Right Right Down Foto Eat Right Up Down Right,0,-1,11
1004,Down Up Eat Foto Foto Chemo Left Right Down Down Up Up Foto Left Foto Up Right Up Up Left Left Up Foto Foto Right,0,-1,6
1005,Foto Right Chemo Left Eat Up Down Up Up Foto Up Chemo Eat Left Right Down Eat Left Eat Right Foto Down Chemo Up Eat,0,-1,15
1006,Down Chemo Eat Chemo Left Left Down Chemo Down Foto Down Up Up Right Up Eat Chemo Up Chemo Chemo Left Right Foto Chemo Down,0,-1,5
1007,Chemo Foto Right Foto Right Down Chemo Eat Right Chemo Left Left Eat Eat Eat Chemo Right Up Eat Up Right Down Foto Chemo Foto,0,-1,10
1008,Down Down Right Eat Chemo Right Eat Up Down Eat Eat Left Foto Right Foto Down Down Up Down Chemo Foto Right Right Chemo Left,0,-1,5
1009,Left Down Foto Up Foto Right Chemo Chemo Foto Up Right Right Left Right Right Foto Chemo Foto Right Up Up Chemo Eat Left Right,0,-1,11
1010,Down Chemo Foto Foto Up Eat Eat Left Up Down Right Eat Left Chemo Left Down Eat Foto Foto Right Up Eat Eat Right Chemo,0,-1,13
1011,Chemo Chemo Foto Up Chemo Right Right Right Down Right Eat Down Eat Foto Up Right Left Chemo Down Up Up Right Right Right Left,0,-1,4
1012,Right Right Foto Chemo Left Down Up Up Foto Down Eat Foto Chemo Chemo Right Left Eat Foto Left Down Eat Down Foto Right Down,0,-1,9
1013,Chemo Eat Right Eat Down Up Down Up Down Eat Up Eat Down Up Up Foto Left Eat Left Eat Up Up Right Left Chemo,0,-1,5
1014,Down Down Up Chemo Right Right Right Down Right Right Down Left Up Down Down Right Right Eat Left Up Down Right Right Eat Left,0,-1,7
1015,Left Eat Right Foto Right Foto Eat Up Foto Down Left Right Eat Up Right Up Foto Foto Up Chemo Eat Eat Foto Eat Right,0,-1,13
1016,Left Down Chemo Up Eat Foto Right Foto Left Eat Up Chemo Chemo Foto Down Down Right Eat Eat Up Down Foto Eat Down Right,0,-1,21
1017,Up Eat Eat Right Chemo Right Down Eat Foto Right Left Eat Right Right Up Up Left Eat Chemo Left Down Chemo Up Down Chemo,0,-1,2
1018,Chemo Right Foto Foto Foto Foto Foto Down Right Chemo Chemo Chemo Eat Up Right Foto Foto Eat Left Up Up Left Eat Left Down,0,-1,14
1019,Up Foto Left Left Right Left Down Eat Foto Up Up Down Right Eat Left Right Down Right Up Eat Foto Chemo Down Foto Left,0,-1,7
1020,Right Down Up Chemo Up Down Left Right Right Foto Eat Right Down Foto Foto Right Eat Foto Down Chemo Up Right Right Eat Eat,0,-1,14
1021,Right Down Chemo Left Foto Down Left Eat Right Foto Right Down Left Up Up Foto Left Eat Foto Foto Foto Left Left Foto Left,0,-1,9
1022,Chemo Chemo Down Up Down Eat Up Right Eat Up Right Left Eat Left Left Down Chemo Left Eat Left Up Left Foto Right Eat,0,-1,8
1023,Right Left Right Down Chemo Up Up Foto Right Right Left Eat Left Foto Right Eat Right Left Eat Right Left Left Down Up Foto,0,-1,6
1024,Up Up Down Eat Left Down Left Left Right Left Chemo Foto Foto Left Down Down Chemo Eat Up Down Up Eat Chemo Right Eat,0,-1,2
1025,Left Right Down Left Right Right Eat Eat Foto Up Right Left Up Down Up Up Up Foto Left Right Up Eat Up Up Eat,0,-1,5
1026,Eat Chemo Up Up Left Left Eat Eat Down Right Foto Up Chemo Chemo Foto Eat Down Down Foto Up Right Up Chemo Eat Right,0,-1,7
1027,Foto Foto Foto Right Foto Down Chemo Right Eat Left Foto Down Chemo Foto Foto Down Chemo Foto Foto Foto Right Right Chemo Left Eat,0,-1,16
1028,Foto Left Up Eat Right Down Foto Down Up Up Chemo Left Left Foto Eat Down Down Left Chemo Foto Right Up Foto Down Down,0,-1,6
1029,Eat Right Right Foto Eat Down Foto Foto Left Eat Left Up Eat Foto Up Eat Right Down Foto Left Foto Right Eat Chemo Foto,0,-1,7
1030,Left Down Down Up Chemo Up Down Left Eat Right Right Foto Down Foto Eat Foto Up Up Left Chemo Foto Right Foto Foto Left,0,-1,2
1031,Right Foto Left Chemo Up Eat Up Chemo Foto Right Down Foto Left Up Down Up Down Eat Down Up Left Down Chemo Left Foto,0,-1,12
1032,Chemo Foto Down Right Down Right Right Eat Right Down Eat Eat Left Right Left Eat Down Down Right Up Right Chemo Left Foto Left,0,-1,1
1033,Left Chemo Chemo Eat Right Chemo Foto Up Up Left Down Right Eat Up Up Chemo Chemo Foto Left Foto Left Chemo Left Right Down,0,-1,9
1034,Foto Eat Up Up Down Right Left Chemo Foto Chemo Eat Chemo Eat Down Eat Foto Up Left Chemo Left Eat Up Foto Left Right,0,-1,9
1035,Down Right Chemo Right Down Eat Left Foto Eat Eat Down Up Eat Left Eat Left Up Chemo Foto Down Down Right Left Foto Down,0,-1,5
1036,Foto Up Right Left Right Chemo Right Foto Chemo Down Up Chemo Eat Foto Foto Left Foto Up Right Left Right Chemo Chemo Foto Eat,0,-1,12
1037,Foto Right Foto Foto Chemo Foto Left Eat Right Eat Foto Foto Right Chemo Up Up Chemo Chemo Up Eat Down Foto Foto Right Chemo,0,-1,58
1038,Chemo Up Foto Eat Right Foto Right Eat Eat Down Right Foto Right Foto Left Up Foto Right Up Down Left Down Chemo Foto Eat,0,-1,2
1039,Eat Down Right Foto Left Foto Foto Eat Up Left Right Eat Down Chemo Down Right Right Right Right Up Eat Chemo Up Down Up,0,-1,5
1040,Eat Down Down Left Foto Eat Down Eat Left Eat Chemo Right Up Up Foto Chemo Right Up Left Down Down Left Foto Chemo Foto,0,-1,5
1041,Chemo Down Up Chemo Foto Eat Eat Up Right Left Chemo Up Down Eat Left Right Eat Down Eat Foto Eat Chemo Right Left Eat,0,-1,20
1042,Up Right Left Eat Right Eat Chemo Eat Foto Down Chemo Foto Right Right Up Left Chemo Right Up Chemo Down Foto Left Left Eat,0,-1,8
1043,Chemo Up Down Eat Foto Eat Down Foto Down Foto Right Down Eat Right Left Up Down Eat Up Right Up Right Eat Chemo Down,0,-1,7
1044,Foto Eat Left Up Chemo Chemo Left Left Foto Eat Left Foto Up Chemo Foto Down Chemo Up Left Right Up Left Down Up Eat,0,-1,8
1045,Foto Up Up Up Left Foto Up Chemo Left Right Left Foto Right Right Right Chemo Eat Up Foto Left Down Eat Left Eat Foto,0,-1,1
1046,Left Eat Foto Up Up Foto Down Eat Up Left Down Right Right Foto Right Right Left Eat Chemo Chemo Right Eat Foto Right Eat,0,-1,9
1047,Down Down Chemo Down Down Down Left Right Up Eat Foto Chemo Left Eat Down Left Right Left Down Right Eat Right Eat Up Chemo,0,-1,16
1048,Chemo Chemo Up Up Eat Right Left Chemo Eat Up Chemo Foto Up Left Left Eat Down Eat Chemo Foto Down Chemo Down Foto Up,0,-1,14
1049,Left Down Foto Left Left Right Up Right Right Down Foto Left Left Left Foto Down Up Left Eat Eat Eat Chemo Left Down Down,0,-1,6
1050,Right Right Left Eat Chemo Eat Right Left Foto Up Foto Left Chemo Up Chemo Right Left Chemo Left Left Chemo Left Chemo Up Eat,0,-1,10
1051,Right Down Up Right Eat Foto Eat Down Down Eat Right Up Chemo Right Chemo Chemo Chemo Foto Foto Right Left Up Eat Eat Up,0,-1,15
1052,Up Chemo Eat Down Left Left Chemo Right Down Up Right Chemo Left Left Eat Right Eat Down Up Eat Eat Right Up Down Up,0,-1,6
1053,Right Up Down Eat Eat Foto Foto Right Left Right Foto Up Up Right Down Foto Up Down Up Eat Left Right Eat Foto Chemo,0,-1,21
1054,Up Foto Eat Down Left Eat Eat Up Right Chemo Chemo Left Up Eat Right Right Up Left Foto Down Left Chemo Foto Chemo Left,0,-1,6
1055,Up Chemo Foto Right Eat Chemo Foto Eat Foto Left Up Down Down Down Left Up Left Left Right Eat Right Chemo Eat Left Eat,0,-1,6
1056,Eat Eat Left Left Chemo Eat Right Chemo Foto Chemo Foto Down Down Chemo Left Right Up Left Foto Left Eat Right Left Left Right,0,-1,9
1057,Up Eat Right Eat Up Eat Eat Right Left Right Up Foto Foto Foto Left Right Eat Foto Right Left Right Up Right Up Foto,0,-1,8
1058,Eat Right Up Left Up Right Left Up Left Down Down Foto Eat Right Eat Foto Down Down Chemo Eat Up Eat Foto Right Up,0,-1,6
1059,Up Chemo Up Chemo Foto Down Eat Foto Up Up Up Foto Eat Left Down Up Foto Foto Eat Foto Down Left Right Up Up,0,-1,5
1060,Up Eat Right Left Right Down Foto Chemo Left Eat Up Right Eat Right Chemo Chemo Down Right Eat Left Left Up Down Left Up,0,-1,19
1061,Up Foto Up Left Right Down Up Foto Up Up Chemo Down Down Foto Foto Eat Up Right Chemo Right Eat Eat Chemo Left Chemo,0,-1,24
1062,Eat Left Left Up Left Eat Down Foto Foto Right Right Up Right Foto Up Foto Left Right Right Down Foto Left Foto Down Down,0,-1,5
1063,Right Right Right Right Left Down Chemo Right Foto Eat Right Foto Right Eat Left Eat Up Up Right Down Up Foto Right Down Right,0,-1,6
1064,Chemo Chemo Foto Foto Down Down Chemo Chemo Chemo Chemo Down Left Foto Left Left Down Chemo Eat Down Foto Foto Right Down Up Down,0,-1,10
1065,Down Left Foto Foto Foto Eat Left Right Foto Right Left Foto Chemo Left Left Eat Foto Down Right Chemo Left Eat Chemo Eat Eat,0,-1,28
1066,Right Chemo Down Chemo Right Foto Foto Left Eat Eat Chemo Foto Up Left Left Foto Left Left Chemo Up Left Eat Foto Down Foto,0,-1,14
1067,Foto Foto Right Up Foto Eat Down Left Left Down Up Right Right Up Left Chemo Eat Eat Eat Eat Left Chemo Chemo Down Eat,0,-1,7
1068,Chemo Foto Chemo Right Chemo Up Up Chemo Eat Eat Eat Left Right Eat Down Chemo Foto Right Eat Right Up Up Up Foto Chemo,0,-1,145
1069,Right Up Foto Right Up Up Up Up Foto Up Foto Up Down Down Up Chemo Chemo Down Up Right Right Eat Right Eat Eat,0,-1,7
1070,Left Right Right Left Right Chemo Down Right Left Right Up Up Down Right Right Right Chemo Down Chemo Up Right Foto Eat Right Foto,0,-1,6
1071,Up Right Left Chemo Down Left Up Eat Eat Down Up Down Up Foto Left Down Chemo Up Right Left Up Eat Chemo Down Chemo,0,-1,15
1072,Foto Right Foto Up Foto Down Left Down Eat Eat Down Left Foto Down Left Up Right Eat Left Foto Chemo Eat Right Chemo Left,0,-1,10
1073,Up Foto Eat Left Eat Left Chemo Right Left Eat Right Up Up Right Up Foto Down Eat Left Eat Foto Down Down Chemo Foto,0,-1,28
1074,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,0,-1,317
1075,Up Foto Down Eat Right Up Right Up Down Foto Foto Down Eat Down Foto Down Chemo Up Chemo Chemo Left Chemo Left Down Up,0,-1,5
1076,Left Eat Left Down Right Right Foto Down Up Right Eat Down Chemo Chemo Chemo Eat Left Foto Foto Foto Chemo Up Eat Foto Right,0,-1,11
1077,Eat Right Eat Up Up Up Foto Right Chemo Foto Eat Right Right Left Right Chemo Left Foto Right Up Foto Chemo Chemo Left Foto,0,-1,9
1078,Eat Right Right Eat Down Left Down Right Foto Left Chemo Foto Right Up Left Down Down Eat Foto Up Right Eat Eat Left Right,0,-1,7
