,Genome,time_create,mother,age
5522,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,298,5392,9
5523,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up,298,5393,18
5524,Down Right Right Eat Foto Left Down Up Down Left Chemo Right Right Down Down Left Up Chemo Eat Down Up Chemo Chemo Chemo Left,298,5394,3
5525,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,298,5397,1
5526,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,298,5427,3
5527,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,298,5429,14
5528,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,298,5442,1
5529,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,298,5450,18
5530,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,298,5453,3
5531,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,298,5466,2
5532,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,298,5470,1
5533,Right Up Chemo Left Up Left Chemo Left Down Left Left Foto Foto Down Right Up Chemo Chemo Eat Left Up Down Chemo Eat Chemo,299,3860,0
5534,Up Down Left Eat Foto Up Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Left Left Eat Foto Up Right Foto,299,3983,1
5535,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,299,4109,3
5536,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,299,4295,0
5537,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,299,4348,1
5538,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,299,4540,1
5539,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Eat Up Up Eat Left Chemo Eat Eat Foto,299,4616,1
5540,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,299,4723,17
5541,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,299,4771,17
5542,Up Up Left Down Eat Chemo Eat Left Eat Right Eat Right Left Chemo Foto Chemo Chemo Eat Down Up Down Up Chemo Down Eat,299,4903,1
5543,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,299,4908,11
5544,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,299,4918,8
5545,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,299,4942,5
5546,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,299,5085,1
5547,Chemo Chemo Eat Left Foto Chemo Right Foto Eat Right Foto Down Foto Chemo Up Up Chemo Eat Left Right Right Up Down Foto Eat,299,5091,17
5548,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,299,5097,4
5549,Chemo Eat Down Up Eat Left Left Foto Right Eat Down Eat Foto Foto Left Foto Left Left,299,5118,1
5550,Up Up Left Down Eat Chemo Eat Left Eat Right Eat Right Left Chemo Foto Chemo Chemo Eat Down Up Down Up Chemo Down Eat,299,5127,3
5551,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,299,5252,12
5552,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,299,5260,3
5553,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,299,5304,0
5554,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,299,5305,17
5555,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,299,5322,3
5556,Up Down Left Eat Foto Right Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Eat Foto Foto Right Foto,299,5347,1
5557,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,299,5348,4
5558,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,299,5368,2
5559,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,299,5371,17
5560,Chemo Right Foto Left Eat Up Up Down Chemo Down Eat Eat Foto Eat Up Chemo Chemo Left Chemo Up Foto Foto Eat Eat Foto Eat Right Foto Eat Up Chemo Chemo Left Chemo,299,5405,10
5561,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,299,5410,3
5562,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Eat Eat Foto Foto Foto Left Left Eat Up Eat Chemo Foto Left Left Eat Up Eat Left Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Foto Eat Foto Foto Foto Left,299,5415,12
5563,Left Chemo Eat Foto Eat Chemo Down Down Right Chemo Foto Left Left Chemo Chemo Chemo Foto Up Foto Down Down Up,299,5422,17
5564,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,299,5430,17
5565,Chemo Up Foto Up Eat Up Up Down Up Down Foto Right Down Down Eat Chemo Chemo Up Up Down Down Chemo Left Chemo Right,299,5449,17
5566,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Eat Eat Foto Foto Foto Left Left Eat Up Eat Chemo Foto Left Left Eat Up Eat Left Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Foto Eat Foto Foto Foto Left,299,5496,8
5567,Eat Foto Chemo Right Chemo Left Eat Right Left Right Down Chemo Up Up Down Right Down Foto Up Up Foto Chemo Down,300,4012,16
5568,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,300,4155,16
5569,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,300,4388,16
5570,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,300,4389,2
5571,Foto Right Foto Chemo Foto Eat Left Eat Up Left Chemo Chemo Right Down Down Up Left Chemo Left Eat Foto Left Left Down Chemo Foto Right Foto Chemo Foto Eat Left Eat Up Left Eat Chemo Right,300,4537,16
5572,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,300,4822,8
5573,Eat Up Foto Eat Chemo Up Eat Down Left Right Foto Up Chemo Foto Left Left Eat Up Foto Foto Left Right Chemo Chemo Right,300,4847,2
5574,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,300,4863,1
5575,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,300,4935,3
5576,Up Down Left Eat Foto Up Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Left Left Eat Foto Up Right Foto,300,4958,1
5577,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,300,5024,16
5578,Right Down Chemo Down Right Down Foto Left Left Right Eat Eat Eat Foto Down Left Down Right Up Foto Right Chemo Foto Eat Foto,300,5117,16
5579,Right Up Chemo Left Up Left Chemo Left Down Left Left Foto Foto Down Right Up Chemo Chemo Eat Left Up Down Chemo Eat Chemo,300,5172,9
5580,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,300,5262,1
5581,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,300,5295,1
5582,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,300,5340,2
5583,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,300,5350,6
5584,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,300,5355,7
5585,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Foto Left Left Eat Up Down Eat Foto Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Foto Left,300,5360,16
5586,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,300,5376,4
5587,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,300,5397,16
5588,Chemo Right Foto Left Eat Up Up Down Chemo Down Eat Eat Foto Eat Up Chemo Chemo Left Chemo Up Foto Foto Eat Eat Foto Eat Right Foto Eat Up Chemo Chemo Left Chemo,300,5399,5
5589,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,300,5427,15
5590,Foto Eat Down Right Chemo Foto Foto Chemo Chemo Right Foto Up Chemo Down Chemo Eat Left Chemo Foto Eat Left Eat Down Eat Left,300,5428,1
5591,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,300,5442,16
5592,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,300,5465,16
5593,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,300,5467,1
5594,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,300,5470,9
5595,Chemo Eat Down Up Eat Left Left Foto Right Eat Down Eat Foto Foto Left Foto Left Left,300,5479,1
5596,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,300,5480,3
5597,Up Up Left Down Eat Chemo Eat Left Eat Right Eat Right Left Chemo Foto Chemo Chemo Eat Down Up Down Up Chemo Down Eat,300,5492,1
5598,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,300,5493,5
5599,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,300,5518,4
5600,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,300,5521,2
5601,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up,300,5523,1
5602,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,300,5526,6
5603,Right Right Foto Right Up Left Foto Down Chemo Chemo Foto Foto Up Down Left Left Left Left Up Eat Chemo Foto Foto Foto Eat,301,2825,10
5604,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,301,3143,3
5605,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,301,3871,9
5606,Up Down Left Eat Foto Up Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Left Left Eat Foto Up Right Foto,301,3983,15
5607,Chemo Chemo Eat Left Foto Chemo Right Foto Eat Right Foto Down Foto Chemo Up Up Chemo Eat Left Right Right Up Down Foto Eat,301,4172,1
5608,Foto Left Down Eat Chemo Foto Foto Chemo Up Left Right Right Foto Eat Up Chemo Right Down Chemo Right Eat Foto Eat Eat Up,301,4194,2
5609,Left Left Down Right Eat Chemo Foto Chemo Down Up Right Foto Chemo Foto Down Up Eat Chemo Left Foto Foto Foto Right Up Foto,301,4274,15
5610,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,301,4442,2
5611,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,301,4540,11
5612,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Eat Up Up Eat Left Chemo Eat Eat Foto,301,4616,15
5613,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,301,4704,3
5614,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,301,4737,15
5615,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,301,4842,1
5616,Up Up Left Down Eat Chemo Eat Left Eat Right Eat Right Left Chemo Foto Chemo Chemo Eat Down Up Down Up Chemo Down Eat,301,4903,1
5617,Chemo Foto Up Foto Right Eat Eat Chemo Down Down Up Up Eat Eat Foto Chemo Left Chemo Chemo Chemo Eat Left Up Down Left,301,4975,2
5618,Left Left Down Eat Chemo Left Foto Foto Foto Right Up Foto,301,4985,4
5619,Right Down Chemo Down Right Down Foto Left Left Right Eat Eat Eat Foto Down Left Down Right Up Foto Right Chemo Foto Eat Foto,301,5046,15
5620,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,301,5086,2
5621,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,301,5092,1
5622,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,301,5095,2
5623,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,301,5136,12
5624,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,301,5180,5
5625,Up Down Left Left Up Foto Right Right Eat Chemo Left Chemo Left Chemo Right Up Up Left Down Down Down Chemo Right Down Chemo,301,5195,15
5626,Up Left Down Chemo Eat Down Right Chemo Chemo Eat Right Foto Chemo Chemo Down Left Up Down,301,5284,3
5627,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,301,5294,9
5628,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,301,5327,7
5629,Chemo Eat Down Up Eat Left Left Foto Right Eat Down Eat Foto Foto Left Foto Left Left,301,5333,15
5630,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,301,5337,6
5631,Up Down Left Eat Foto Right Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Eat Foto Foto Right Foto,301,5347,10
5632,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,301,5366,9
5633,Down Right Right Eat Foto Left Down Up Down Left Chemo Right Right Down Down Left Up Chemo Eat Down Up Chemo Chemo Chemo Left,301,5394,15
5634,Left Chemo Eat Foto Eat Chemo Down Down Right Chemo Foto Left Left Chemo Chemo Chemo Foto Up Foto Down Down Up,301,5422,15
5635,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,301,5484,2
5636,Up Down Left Eat Foto Up Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Left Left Eat Foto Up Right Foto,301,5487,4
5637,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,301,5522,8
5638,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,301,5552,6
5639,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,301,5554,2
5640,Left Chemo Eat Foto Eat Chemo Down Down Right Chemo Foto Left Left Chemo Chemo Chemo Foto Up Foto Down Down Up,301,5563,15
5641,Eat Eat Right Down Eat Eat Foto Left Up Up Foto Right Right Down Foto Left Right Chemo Chemo Up Eat Eat Down Chemo Right,302,2882,14
5642,Right Right Foto Right Up Left Foto Down Chemo Chemo Foto Foto Up Down Left Left Left Left Up Eat Chemo Foto Foto Foto Eat,302,4269,10
5643,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,302,4449,13
5644,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,302,4572,14
5645,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,302,4617,14
5646,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Eat Eat Foto Foto Foto Left Left Eat Up Eat Chemo Foto Left Left Eat Up Eat Left Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Foto Eat Foto Foto Foto Left,302,4745,14
5647,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,302,4863,2
5648,Chemo Chemo Down Left Foto Chemo Right Foto Up Right Foto Down Foto Chemo Up Right Chemo Eat Left Right Chemo Up Down Foto Left Chemo Down Left Foto Chemo Right Eat Up Right Foto Down Foto Chemo Up Right Chemo Eat Left,302,4882,14
5649,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,302,4940,14
5650,Up Down Left Eat Foto Up Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Left Left Eat Foto Up Right Foto,302,4958,14
5651,Down Right Right Eat Foto Left Down Up Down Left Chemo Right Right Down Down Left Up Chemo Eat Down Up Chemo Chemo Chemo Left,302,5001,14
5652,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,302,5023,10
5653,Left Left Down Eat Chemo Left Foto Foto Foto Right Up Foto,302,5145,1
5654,Chemo Eat Down Up Eat Left Left Foto Right Eat Down Eat Foto Foto Left Foto Left Left,302,5152,1
5655,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,302,5187,1
5656,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,302,5252,9
5657,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,302,5262,1
5658,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,302,5295,12
5659,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,302,5298,14
5660,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,302,5328,12
5661,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,302,5340,3
5662,Right Right Foto Right Up Left Foto Down Chemo Chemo Foto Foto Up Down Left Left Left Left Up Eat Chemo Foto Foto Foto Eat,302,5341,1
5663,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,302,5366,3
5664,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,302,5371,10
5665,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,302,5396,14
5666,Foto Eat Down Right Chemo Foto Foto Chemo Chemo Right Foto Up Chemo Down Chemo Eat Left Chemo Foto Eat Left Eat Down Eat Left,302,5428,14
5667,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,302,5440,14
5668,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,302,5446,4
5669,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,302,5453,13
5670,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,302,5467,1
5671,Chemo Eat Down Up Eat Left Left Foto Right Eat Down Eat Foto Foto Left Foto Left Left,302,5479,14
5672,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,302,5484,2
5673,Up Up Left Down Eat Chemo Eat Left Eat Right Eat Right Left Chemo Foto Chemo Chemo Eat Down Up Down Up Chemo Down Eat,302,5492,5
5674,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up,302,5523,14
5675,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,302,5551,14
5676,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,302,5557,14
5677,Chemo Right Foto Left Eat Up Up Down Chemo Down Eat Eat Foto Eat Up Chemo Chemo Left Chemo Up Foto Foto Eat Eat Foto Eat Right Foto Eat Up Chemo Chemo Left Chemo,302,5560,1
5678,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Eat Eat Foto Foto Foto Left Left Eat Up Eat Chemo Foto Left Left Eat Up Eat Left Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up Down Foto Eat Foto Foto Foto Left,302,5566,14
5679,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,302,5568,3
5680,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,302,5575,4
5681,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,302,5577,14
5682,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,302,5584,3
5683,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,302,5586,9
5684,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,302,5632,1
5685,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,302,5635,1
5686,Foto Chemo Down Eat Up Down Left Up Chemo Up Chemo Chemo Chemo Right Chemo Chemo Foto Eat Down Down Foto Up Chemo Chemo Right,303,3152,3
5687,Right Down Chemo Down Right Down Foto Left Left Right Eat Eat Eat Foto Down Left Down Right Up Foto Right Chemo Foto Eat Foto,303,3515,13
5688,Right Right Foto Right Up Left Foto Down Chemo Chemo Foto Foto Up Down Left Left Left Left Up Eat Chemo Foto Foto Foto Eat,303,4027,7
5689,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,303,4072,2
5690,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,303,4084,6
5691,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,303,4109,9
5692,Chemo Chemo Eat Left Foto Chemo Right Foto Eat Right Foto Down Foto Chemo Up Up Chemo Eat Left Right Right Up Down Foto Eat,303,4172,1
5693,Chemo Chemo Eat Left Foto Chemo Right Foto Eat Right Foto Down Foto Chemo Up Up Chemo Eat Left Right Right Up Down Foto Eat,303,4493,13
